,topics,links,voices,replies,comments
1320,Which Parkinson’s advocate inspires you the most?,https://parkinsonsnewstoday.com/forums/forums/topic/which-parkinsons-advocate-inspires-you-the-most/,['3'],['5'],"[['Posts'], ['\n\nEven before he was diagnosed with PD, my Dad has always loved Muhammah Ali. He’s a fighter. And he started inspiring people to use boxing to combat Parkinson’s (even though boxing is suspected to have caused his PD). After my dad was diagnosed with PD, Ali became an even greater inspiration. He held the torch at the 2016 olympics and visibly shook in front of the world.\nWhich Parkinson’s advocate inspires you the most? Do you have any superheroes?\n'], ['\nMichael J. Fox (of course!) and Linda Ronstadt are two of my PD superheroes. I think we’re all heroes in one way or another, though. Just making it through most days is enough for any one of us to be awarded our own superhero cape, even if nobody else can see it! 🙂\n'], ['\nOh, and Alexander Tressor of pdonthemove.com — I’m a huge fan and adore his sense of humor. \n'], ['\nMuhammad Ali and Michael J. Fox are my inspiration and provide an injection of motivation to continue to fight against Parkinson’s Disease. But, my other inspiration are all my friends who are fighting the illness that is being suffered, especially Parkinson’s Disease and Movement Disorders\n'], ['\nThose are all such beautiful inspirations. And Argya, I think you’re onto something regarding being inspired by your peers. I’m inspired by my Dad (diagnosed in 2013) for giving PD everything he’s got! And his peers at Rock Steady Boxing are equally inspiring.\n'], ['Posts']]"
1321,Social media and Parkinson’s,https://parkinsonsnewstoday.com/forums/forums/topic/social-media-and-parkinsons/,['3'],['6'],"[['Posts'], ['\n\nI’ve seen a few people comment in this community that going out in public post-diagnosis can sometimes be anxiety provoking. This, in turn, can lead to a lot of social isolation. Is this something you’re experiencing or have experienced? Has social media helped you stay connected to people and events when you don’t feel comfortable going out “in real life”?\n'], ['\nHi, Ally,\nYes, there are times that going out can be anxiety-provoking – I need a rollator or I fall, but this (and the cane that I used before) were actually cues that I have a disability and need help.\xa0 People are great with doors now.\xa0 Before I’m pretty sure they thought I was drunk.\xa0 I’m glad to have enough energy to go out; I have long since stopped worrying about what strangers think.\nBut you also asked about social media.\xa0 I used it a lot at the beginning to find people like me.\xa0 Now that I go to Rock Steady Boxing, this has become my most important support group.\xa0 I still get info from the internet, but except for PD research group on Facebook – which is only about PD research – I read info from Davis Phinney Fndn, and other legit sources, and a few PD blogs.\nI also have a condition similar to MS and I have to use social media for support because it’s quite rare.\xa0 \xa0The support community is much smaller than for PD, but just as welcoming and supportive.\n'], ['\nHi Frances, thank you for replying! I’m happy to read you’ve connected with some people online who can relate to your health circumstances, but I’m even more glad to read that you’ve connected with people in real life through Rock Steady. I know I’m not the first to say this, but human beings are not meant to be alone – we’re wired for connection with others. Social media is a great way to augment in-person relationships but nothing compares to sharing face time (not the kind on the phone screen!) with another person.\nDo you and your Rock Steady friends hang out outside of your fitness classes?\n'], ['\nAlly, \xa0I avoided saying anything on FB in public for a long time, over 5 years. \xa0As a blogger (Twitchy Woman, My Adventures with Parkinson’s)who writes about living with Parkinson’s, I created a separate FB page for my blog. \xa0That way I could still keep it a “secret’ from my friends. \xa0Well, one day I posted something about Parkinson’s on my personal page and the world did not come to an end! \xa0In fact, I found unexpected support from many who see my FB page and I have been “out” ever since.\n'], ['\nI’m so glad you feel more comfortable being open about your PD with your Facebook friends, Sharon! I’m sure that initial PD post on your personal page made you feel a little nervous, but I’m so glad you found that your friends were more accepting and supportive than you had thought they might be. How long have you been writing on your blog? Do you use a pseudonym on the blog or have you fully integrated the two online identities?\n'], ['\nHi, Ally,\nYes, sometimes my Rock Steady friends go to lunch after class, but many people still work, so not as often as we’d like.\n'], ['Posts']]"
1322,Myths about life with PD,https://parkinsonsnewstoday.com/forums/forums/topic/myths-about-life-with-pd/,['3'],['3'],"[['Posts'], ['\nEveryone’s experience with Parkinson’s disease is different, even if only slightly, from someone else’s, and there are lots of myths and misconceptions about the disease out there.\nWhat myths have you heard? Have you had a chance to educate your family and friends about any misconceptions they might have about the disease or what it is like to live with PD?\n'], ['\nYes, I have had many opportunities to educated family and friends about PD.\xa0 Before my diagnosis I knew next to nothing about it and what I did know, or rather what thought I knew, was a myth (ie everyone who has Parkinsons has tremors.) Since then I have done quite a bit of research and surprisingly find new things about Parkinsons every day.\xa0 There are a million of them and as you know it is a very complicated disease.\xa0 It seems to me that there has been more press about PD this past year or so, most likely because of the number of celebrities who have come forward to say they have the Disease, still, most people I come across have no idea about it.\xa0 I am happy to share my personal experience with anyone and to point out that others with PD may look different from me, feel different from me and have different symptoms.\n'], ['\nIt is amazing how quickly research seems to be coming out about PD. There’s always a new theory or trial that’s on the rise. Hopefully we’ll start seeing more ways to treat it!\n'], ['Posts']]"
1323,Rare Disease Day,https://parkinsonsnewstoday.com/forums/forums/topic/rare-disease-day-2/,['1'],['1'],"[['Posts'], ['\n\n2020 is a leap year! That means there will be a February 29th this month, which also happens to be Rare Disease Day. BioNews Services, the parent company for this forum, is planning a big multi-channel campaign to raise awareness about rare diseases and the millions of people affected by them, and they want to hear from folks in this forum! They want to know:\n\nHow does having Parkinson’s affect you and the people close to you?\nWhat is one thing about Parkinson’s you wish other people without the disease understood better?\nWhat are some of your favorite ways to raise awareness for PD?\n\nShare your answers below so they can be included in the Rare Disease Day campaign!\n'], ['Posts']]"
1324,Parkinson’s Revolution Indoor Cycling Fundraiser,https://parkinsonsnewstoday.com/forums/forums/topic/parkinsons-revolution-indoor-cycling-fundraiser/,['1'],['1'],"[['Posts'], ['\n\nI came across an interesting new fundraiser for Parkinson’s today! Parkinson’s Revolution is an indoor cycling class that will take place on February 8, 2020 at indoor cycling studios across the United States. Funds raised from the classes will support the Parkinson’s Foundation. The event is based on research that has found that riding as little as 45 minutes, 3x a week can reduce PD symptoms to the same extent as medication.\nSome of the cities hosting the event are Miami, New York, Boston, San Francisco, Chicago and Washington, D.C. It looks like a lot of fun!\nIf you live in one of these cities, will you be participating? Even if you can’t participate in the event officially, do you cycle or would you consider taking up cycling as part of your PD treatment routine?\n\xa0\n'], ['Posts']]"
1325,How can we create awareness about Parkinsons?,https://parkinsonsnewstoday.com/forums/forums/topic/how-can-we-create-awareness-about-parkinsons/,['0'],['1'],"[['Posts'], ['\nIn a time when disease is still stigmatized, I’m always looking for ways to normalize it. I think that much of the stigma comes from misunderstanding illness. By eradicating misinformation, might we be able to create a more supportive environment? How might we create more awareness about Parkinson’s disease?\n'], ['Posts']]"
1326,Book Recommendation: Disability Essay Anthology,https://parkinsonsnewstoday.com/forums/forums/topic/book-recommendation-disability-essay-anthology/,['0'],['1'],"[['Posts'], ['\n\nHey everyone! Hope you all had a safe and relaxing weekend.\nI wanted to share this book with you all. This is a collection of essays from the\xa0New York Times\xa0disability series. The book’s contributors include people living with quadriplegia, chronic illnesses, blindness, and more. The idea is to give people with a plethora of visible and invisible disabilities a platform to share their stories. You can also find the archives from this series here.\nI’ve read a number of these essays before, and they’re fascinating. Topics range from disability rights to navigating the world of online dating with a disability.\nHere’s an excerpt from the synopsis on Amazon: “Reflecting on the fraught conversations around disability―from the friend who says “I don’t think of you as disabled,” to the father who scolds his child with attention differences, “Stop it stop it stop it what is wrong with you?”―the stories here reveal the range of responses, and the variety of consequences, to being labeled as “disabled” by the broader public.”\nI’d love to hear if any of you have read this book, or any of the essays from it. It’s great to see this kind of media representation.\nHas anyone here read this book? Do you have any favorite essays from it?\n'], ['Posts']]"
1327,Parkinson’s Awareness Month,https://parkinsonsnewstoday.com/forums/forums/topic/parkinsons-awareness-month-2/,['0'],['1'],"[['Posts'], ['\n\nHey everyone! Hope you all had a safe and relaxing weekend.\nAs many of you know, April is Parkinson’s awareness month. Check out our Instagram page, where you can find several stories from patients and caregivers. Take a look at Cheryl Hughes’ story, which you can find here. Thanks for sharing Cheryl!\nDo you do anything to recognize Parkinson’s awareness month? Is there anything about your Parkinson’s story you want to share?\n'], ['Posts']]"
1328,Would you like to be featured for Parkinson’s Awareness Month?,https://parkinsonsnewstoday.com/forums/forums/topic/would-you-like-to-be-featured-for-parkinsons-awareness-month/,['2'],['2'],"[['Posts'], ['\n\nHi Everyone! The month of April is Parkinson’s Awareness Month. And Parksinon’s News Today is interested in featuring a few people on social media and within our forums. We’re looking for caregivers and patients who would be willing to tell us a little bit about their story. What has your journey been like? And what have some up the highs and lows looked like?\nIf you’re interested in participating, please comment here or reach out to me directly. I’d love to use this as an opportunity to shed some light on Parkinson’s. And I can’t do it without you 🙂\n'], ['\nDear Mary Beth,\n\xa0\nIf you still need people, I would be happy to participate. I’m an active 73 year old PD patient, fighting to stay as well as I possibly can. Diagnosed in 2013, I have had several experiences during the last 6+ years that have made me re-assess what I want to do with the rest of my life. Lost my wife to bile duct cancer in 2017 – does it get any worse than that? Experienced a significant rebound a year later when I met Jane, the second love of my life.\nI have some thoughts about how PD patients and their caregivers need to find purpose in their lives, and I would like to share some of my opinions with my fellow PD ‘ers.\nBe well,\n\xa0\nSteve\n'], ['Posts']]"
1329,How is Parkinsons stigmatized?,https://parkinsonsnewstoday.com/forums/forums/topic/how-is-parkinsons-stigmatized/,['4'],['6'],"[['Posts'], ['\n\nLiving with an illness is hard enough. You have to navigate the constant turbulence of change. But often, the wider public doesn’t understand disease. And stigmas arise out of the discomfort. But being able to communicate about the hard times seems to bring a tremendous amount of relief.\nHave you experienced the stigmatization of Parkinsons? What ways have you learned to educate the general public? Is it getting easier to open up about the struggles?\n'], ['\nHello Mary and My Friends 🙂\nI often get stigma about Parkinson’s disease and dystonia that I suffer. Even now. Some say only lies, mental disorders, seeking attention and others. Even when I consulted a psychiatrist, it was considered a schizophrenic disorder. Though handling Parkinson’s disease must be comprehensive.\nAll I do is keep quiet and stay positive because maybe they don’t understand. My condition is indeed rare in my area as a young Parkinson’s sufferer. I keep spreading messages about Parkinson’s disease and degenerative motion disorders. I always share about Parkinson’s Disease, movement disorders or even degenerative diseases. I currently use a stick as a support for balance and anticipation if I fall because of postural instability. keep spirit and positive 🙂\nArgya Bayuaji\nYogyakarta, Indonesia\n'], ['\nHello Mary and My Friends 🙂\nI often get stigma about Parkinson’s disease and dystonia that I suffer. Even now. Some say only lies, mental disorders, seeking attention and others. Even when I consulted a psychiatrist, it was considered a schizophrenic disorder. Though handling Parkinson’s disease must be comprehensive.\nAll I do is keep quiet and stay positive because maybe they don’t understand. My condition is indeed rare in my area as a young Parkinson’s sufferer. I keep spreading messages about Parkinson’s disease and degenerative motion disorders. I always share about Parkinson’s Disease, movement disorders or even degenerative diseases. I currently use a stick as a support for balance and anticipation if I fall because of postural instability. keep spirit and positive 🙂\nArgya Bayuaji\nYogyakarta, Indonesia\n'], ['\nArgya, your messages are always very encouraging to read. I think that small efforts over time do add up and create change. I believe that all the seemingly small and “quiet” ways you’re advocating for Parkinson’s now will pay off in the future. Your efforts today are creating a different world for people with Parkinson’s in the future.\n'], ['\nI agree with Ally on this one, Argya. You are such an inspiration, and I feel very lucky to get to read your stories. Keep fighting the misinformation! Parkinsons definitely isn’t aa schizophrenic or mental disorder. And I think it’s great that you’re trying to learn as much as you can about what’s really going on. I hope that it becomes easier to educate people about Parkinsons Disease!\n'], ['\nThank you so much Ally and Mery\nI will continue to educate about Parkinson’s Disease. I always share the knowledge that Parkinson’s is not a psychiatric disorder, schizophrenia, or curse. I always say that “We can still do something” to people. Stigma among young people who tend to diagnose briefly. even though it’s not justified. Social and environmental support is also very important to help encourage the psychological and physical condition of people with Parkinson’s Disease. Because in my area, Parkinson’s disease at my age is very rare. Even the doctor was shocked. But I continue to struggle with the positive energy that I will share, especially among young people.\nKeep spirit and positive\nBest regards\nArgya Bayuaji\nYogyakarta, Indonesia\n'], ['\nI can see this one coming a mile away when my voice is “park’d”.  The stranger I am conversing with hears my voice and immediately drops into the dialect they use for dealing with mentally disabled persons. Every syllable is broken apart and spoken very slowly as they nod their head in agreement to whatever they think you are saying. From here on out, there is nothing you can say to get them out of that mode. You’re probably best off finding someone else to deal with.\n'], ['Posts']]"
1330,Which Parkinson’s advocate inspires you the most?,https://parkinsonsnewstoday.com/forums/forums/topic/which-parkinsons-advocate-inspires-you-the-most/,['3'],['5'],"[['Posts'], ['\n\nEven before he was diagnosed with PD, my Dad has always loved Muhammah Ali. He’s a fighter. And he started inspiring people to use boxing to combat Parkinson’s (even though boxing is suspected to have caused his PD). After my dad was diagnosed with PD, Ali became an even greater inspiration. He held the torch at the 2016 olympics and visibly shook in front of the world.\nWhich Parkinson’s advocate inspires you the most? Do you have any superheroes?\n'], ['\nMichael J. Fox (of course!) and Linda Ronstadt are two of my PD superheroes. I think we’re all heroes in one way or another, though. Just making it through most days is enough for any one of us to be awarded our own superhero cape, even if nobody else can see it! 🙂\n'], ['\nOh, and Alexander Tressor of pdonthemove.com — I’m a huge fan and adore his sense of humor. \n'], ['\nMuhammad Ali and Michael J. Fox are my inspiration and provide an injection of motivation to continue to fight against Parkinson’s Disease. But, my other inspiration are all my friends who are fighting the illness that is being suffered, especially Parkinson’s Disease and Movement Disorders\n'], ['\nThose are all such beautiful inspirations. And Argya, I think you’re onto something regarding being inspired by your peers. I’m inspired by my Dad (diagnosed in 2013) for giving PD everything he’s got! And his peers at Rock Steady Boxing are equally inspiring.\n'], ['Posts']]"
1331,Social media and Parkinson’s,https://parkinsonsnewstoday.com/forums/forums/topic/social-media-and-parkinsons/,['3'],['6'],"[['Posts'], ['\n\nI’ve seen a few people comment in this community that going out in public post-diagnosis can sometimes be anxiety provoking. This, in turn, can lead to a lot of social isolation. Is this something you’re experiencing or have experienced? Has social media helped you stay connected to people and events when you don’t feel comfortable going out “in real life”?\n'], ['\nHi, Ally,\nYes, there are times that going out can be anxiety-provoking – I need a rollator or I fall, but this (and the cane that I used before) were actually cues that I have a disability and need help.\xa0 People are great with doors now.\xa0 Before I’m pretty sure they thought I was drunk.\xa0 I’m glad to have enough energy to go out; I have long since stopped worrying about what strangers think.\nBut you also asked about social media.\xa0 I used it a lot at the beginning to find people like me.\xa0 Now that I go to Rock Steady Boxing, this has become my most important support group.\xa0 I still get info from the internet, but except for PD research group on Facebook – which is only about PD research – I read info from Davis Phinney Fndn, and other legit sources, and a few PD blogs.\nI also have a condition similar to MS and I have to use social media for support because it’s quite rare.\xa0 \xa0The support community is much smaller than for PD, but just as welcoming and supportive.\n'], ['\nHi Frances, thank you for replying! I’m happy to read you’ve connected with some people online who can relate to your health circumstances, but I’m even more glad to read that you’ve connected with people in real life through Rock Steady. I know I’m not the first to say this, but human beings are not meant to be alone – we’re wired for connection with others. Social media is a great way to augment in-person relationships but nothing compares to sharing face time (not the kind on the phone screen!) with another person.\nDo you and your Rock Steady friends hang out outside of your fitness classes?\n'], ['\nAlly, \xa0I avoided saying anything on FB in public for a long time, over 5 years. \xa0As a blogger (Twitchy Woman, My Adventures with Parkinson’s)who writes about living with Parkinson’s, I created a separate FB page for my blog. \xa0That way I could still keep it a “secret’ from my friends. \xa0Well, one day I posted something about Parkinson’s on my personal page and the world did not come to an end! \xa0In fact, I found unexpected support from many who see my FB page and I have been “out” ever since.\n'], ['\nI’m so glad you feel more comfortable being open about your PD with your Facebook friends, Sharon! I’m sure that initial PD post on your personal page made you feel a little nervous, but I’m so glad you found that your friends were more accepting and supportive than you had thought they might be. How long have you been writing on your blog? Do you use a pseudonym on the blog or have you fully integrated the two online identities?\n'], ['\nHi, Ally,\nYes, sometimes my Rock Steady friends go to lunch after class, but many people still work, so not as often as we’d like.\n'], ['Posts']]"
1332,Myths about life with PD,https://parkinsonsnewstoday.com/forums/forums/topic/myths-about-life-with-pd/,['3'],['3'],"[['Posts'], ['\nEveryone’s experience with Parkinson’s disease is different, even if only slightly, from someone else’s, and there are lots of myths and misconceptions about the disease out there.\nWhat myths have you heard? Have you had a chance to educate your family and friends about any misconceptions they might have about the disease or what it is like to live with PD?\n'], ['\nYes, I have had many opportunities to educated family and friends about PD.\xa0 Before my diagnosis I knew next to nothing about it and what I did know, or rather what thought I knew, was a myth (ie everyone who has Parkinsons has tremors.) Since then I have done quite a bit of research and surprisingly find new things about Parkinsons every day.\xa0 There are a million of them and as you know it is a very complicated disease.\xa0 It seems to me that there has been more press about PD this past year or so, most likely because of the number of celebrities who have come forward to say they have the Disease, still, most people I come across have no idea about it.\xa0 I am happy to share my personal experience with anyone and to point out that others with PD may look different from me, feel different from me and have different symptoms.\n'], ['\nIt is amazing how quickly research seems to be coming out about PD. There’s always a new theory or trial that’s on the rise. Hopefully we’ll start seeing more ways to treat it!\n'], ['Posts']]"
1333,Rare Disease Day,https://parkinsonsnewstoday.com/forums/forums/topic/rare-disease-day-2/,['1'],['1'],"[['Posts'], ['\n\n2020 is a leap year! That means there will be a February 29th this month, which also happens to be Rare Disease Day. BioNews Services, the parent company for this forum, is planning a big multi-channel campaign to raise awareness about rare diseases and the millions of people affected by them, and they want to hear from folks in this forum! They want to know:\n\nHow does having Parkinson’s affect you and the people close to you?\nWhat is one thing about Parkinson’s you wish other people without the disease understood better?\nWhat are some of your favorite ways to raise awareness for PD?\n\nShare your answers below so they can be included in the Rare Disease Day campaign!\n'], ['Posts']]"
1334,Parkinson’s Revolution Indoor Cycling Fundraiser,https://parkinsonsnewstoday.com/forums/forums/topic/parkinsons-revolution-indoor-cycling-fundraiser/,['1'],['1'],"[['Posts'], ['\n\nI came across an interesting new fundraiser for Parkinson’s today! Parkinson’s Revolution is an indoor cycling class that will take place on February 8, 2020 at indoor cycling studios across the United States. Funds raised from the classes will support the Parkinson’s Foundation. The event is based on research that has found that riding as little as 45 minutes, 3x a week can reduce PD symptoms to the same extent as medication.\nSome of the cities hosting the event are Miami, New York, Boston, San Francisco, Chicago and Washington, D.C. It looks like a lot of fun!\nIf you live in one of these cities, will you be participating? Even if you can’t participate in the event officially, do you cycle or would you consider taking up cycling as part of your PD treatment routine?\n\xa0\n'], ['Posts']]"
1335,How can we create awareness about Parkinsons?,https://parkinsonsnewstoday.com/forums/forums/topic/how-can-we-create-awareness-about-parkinsons/,['0'],['1'],"[['Posts'], ['\nIn a time when disease is still stigmatized, I’m always looking for ways to normalize it. I think that much of the stigma comes from misunderstanding illness. By eradicating misinformation, might we be able to create a more supportive environment? How might we create more awareness about Parkinson’s disease?\n'], ['Posts']]"
1336,Book Recommendation: Disability Essay Anthology,https://parkinsonsnewstoday.com/forums/forums/topic/book-recommendation-disability-essay-anthology/,['0'],['1'],"[['Posts'], ['\n\nHey everyone! Hope you all had a safe and relaxing weekend.\nI wanted to share this book with you all. This is a collection of essays from the\xa0New York Times\xa0disability series. The book’s contributors include people living with quadriplegia, chronic illnesses, blindness, and more. The idea is to give people with a plethora of visible and invisible disabilities a platform to share their stories. You can also find the archives from this series here.\nI’ve read a number of these essays before, and they’re fascinating. Topics range from disability rights to navigating the world of online dating with a disability.\nHere’s an excerpt from the synopsis on Amazon: “Reflecting on the fraught conversations around disability―from the friend who says “I don’t think of you as disabled,” to the father who scolds his child with attention differences, “Stop it stop it stop it what is wrong with you?”―the stories here reveal the range of responses, and the variety of consequences, to being labeled as “disabled” by the broader public.”\nI’d love to hear if any of you have read this book, or any of the essays from it. It’s great to see this kind of media representation.\nHas anyone here read this book? Do you have any favorite essays from it?\n'], ['Posts']]"
1337,Parkinson’s Awareness Month,https://parkinsonsnewstoday.com/forums/forums/topic/parkinsons-awareness-month-2/,['0'],['1'],"[['Posts'], ['\n\nHey everyone! Hope you all had a safe and relaxing weekend.\nAs many of you know, April is Parkinson’s awareness month. Check out our Instagram page, where you can find several stories from patients and caregivers. Take a look at Cheryl Hughes’ story, which you can find here. Thanks for sharing Cheryl!\nDo you do anything to recognize Parkinson’s awareness month? Is there anything about your Parkinson’s story you want to share?\n'], ['Posts']]"
1338,Would you like to be featured for Parkinson’s Awareness Month?,https://parkinsonsnewstoday.com/forums/forums/topic/would-you-like-to-be-featured-for-parkinsons-awareness-month/,['2'],['2'],"[['Posts'], ['\n\nHi Everyone! The month of April is Parkinson’s Awareness Month. And Parksinon’s News Today is interested in featuring a few people on social media and within our forums. We’re looking for caregivers and patients who would be willing to tell us a little bit about their story. What has your journey been like? And what have some up the highs and lows looked like?\nIf you’re interested in participating, please comment here or reach out to me directly. I’d love to use this as an opportunity to shed some light on Parkinson’s. And I can’t do it without you 🙂\n'], ['\nDear Mary Beth,\n\xa0\nIf you still need people, I would be happy to participate. I’m an active 73 year old PD patient, fighting to stay as well as I possibly can. Diagnosed in 2013, I have had several experiences during the last 6+ years that have made me re-assess what I want to do with the rest of my life. Lost my wife to bile duct cancer in 2017 – does it get any worse than that? Experienced a significant rebound a year later when I met Jane, the second love of my life.\nI have some thoughts about how PD patients and their caregivers need to find purpose in their lives, and I would like to share some of my opinions with my fellow PD ‘ers.\nBe well,\n\xa0\nSteve\n'], ['Posts']]"
1339,How is Parkinsons stigmatized?,https://parkinsonsnewstoday.com/forums/forums/topic/how-is-parkinsons-stigmatized/,['4'],['6'],"[['Posts'], ['\n\nLiving with an illness is hard enough. You have to navigate the constant turbulence of change. But often, the wider public doesn’t understand disease. And stigmas arise out of the discomfort. But being able to communicate about the hard times seems to bring a tremendous amount of relief.\nHave you experienced the stigmatization of Parkinsons? What ways have you learned to educate the general public? Is it getting easier to open up about the struggles?\n'], ['\nHello Mary and My Friends 🙂\nI often get stigma about Parkinson’s disease and dystonia that I suffer. Even now. Some say only lies, mental disorders, seeking attention and others. Even when I consulted a psychiatrist, it was considered a schizophrenic disorder. Though handling Parkinson’s disease must be comprehensive.\nAll I do is keep quiet and stay positive because maybe they don’t understand. My condition is indeed rare in my area as a young Parkinson’s sufferer. I keep spreading messages about Parkinson’s disease and degenerative motion disorders. I always share about Parkinson’s Disease, movement disorders or even degenerative diseases. I currently use a stick as a support for balance and anticipation if I fall because of postural instability. keep spirit and positive 🙂\nArgya Bayuaji\nYogyakarta, Indonesia\n'], ['\nHello Mary and My Friends 🙂\nI often get stigma about Parkinson’s disease and dystonia that I suffer. Even now. Some say only lies, mental disorders, seeking attention and others. Even when I consulted a psychiatrist, it was considered a schizophrenic disorder. Though handling Parkinson’s disease must be comprehensive.\nAll I do is keep quiet and stay positive because maybe they don’t understand. My condition is indeed rare in my area as a young Parkinson’s sufferer. I keep spreading messages about Parkinson’s disease and degenerative motion disorders. I always share about Parkinson’s Disease, movement disorders or even degenerative diseases. I currently use a stick as a support for balance and anticipation if I fall because of postural instability. keep spirit and positive 🙂\nArgya Bayuaji\nYogyakarta, Indonesia\n'], ['\nArgya, your messages are always very encouraging to read. I think that small efforts over time do add up and create change. I believe that all the seemingly small and “quiet” ways you’re advocating for Parkinson’s now will pay off in the future. Your efforts today are creating a different world for people with Parkinson’s in the future.\n'], ['\nI agree with Ally on this one, Argya. You are such an inspiration, and I feel very lucky to get to read your stories. Keep fighting the misinformation! Parkinsons definitely isn’t aa schizophrenic or mental disorder. And I think it’s great that you’re trying to learn as much as you can about what’s really going on. I hope that it becomes easier to educate people about Parkinsons Disease!\n'], ['\nThank you so much Ally and Mery\nI will continue to educate about Parkinson’s Disease. I always share the knowledge that Parkinson’s is not a psychiatric disorder, schizophrenia, or curse. I always say that “We can still do something” to people. Stigma among young people who tend to diagnose briefly. even though it’s not justified. Social and environmental support is also very important to help encourage the psychological and physical condition of people with Parkinson’s Disease. Because in my area, Parkinson’s disease at my age is very rare. Even the doctor was shocked. But I continue to struggle with the positive energy that I will share, especially among young people.\nKeep spirit and positive\nBest regards\nArgya Bayuaji\nYogyakarta, Indonesia\n'], ['\nI can see this one coming a mile away when my voice is “park’d”.  The stranger I am conversing with hears my voice and immediately drops into the dialect they use for dealing with mentally disabled persons. Every syllable is broken apart and spoken very slowly as they nod their head in agreement to whatever they think you are saying. From here on out, there is nothing you can say to get them out of that mode. You’re probably best off finding someone else to deal with.\n'], ['Posts']]"
1340,Which Parkinson’s advocate inspires you the most?,https://parkinsonsnewstoday.com/forums/forums/topic/which-parkinsons-advocate-inspires-you-the-most/,['3'],['5'],"[['Posts'], ['\n\nEven before he was diagnosed with PD, my Dad has always loved Muhammah Ali. He’s a fighter. And he started inspiring people to use boxing to combat Parkinson’s (even though boxing is suspected to have caused his PD). After my dad was diagnosed with PD, Ali became an even greater inspiration. He held the torch at the 2016 olympics and visibly shook in front of the world.\nWhich Parkinson’s advocate inspires you the most? Do you have any superheroes?\n'], ['\nMichael J. Fox (of course!) and Linda Ronstadt are two of my PD superheroes. I think we’re all heroes in one way or another, though. Just making it through most days is enough for any one of us to be awarded our own superhero cape, even if nobody else can see it! 🙂\n'], ['\nOh, and Alexander Tressor of pdonthemove.com — I’m a huge fan and adore his sense of humor. \n'], ['\nMuhammad Ali and Michael J. Fox are my inspiration and provide an injection of motivation to continue to fight against Parkinson’s Disease. But, my other inspiration are all my friends who are fighting the illness that is being suffered, especially Parkinson’s Disease and Movement Disorders\n'], ['\nThose are all such beautiful inspirations. And Argya, I think you’re onto something regarding being inspired by your peers. I’m inspired by my Dad (diagnosed in 2013) for giving PD everything he’s got! And his peers at Rock Steady Boxing are equally inspiring.\n'], ['Posts']]"
1341,Social media and Parkinson’s,https://parkinsonsnewstoday.com/forums/forums/topic/social-media-and-parkinsons/,['3'],['6'],"[['Posts'], ['\n\nI’ve seen a few people comment in this community that going out in public post-diagnosis can sometimes be anxiety provoking. This, in turn, can lead to a lot of social isolation. Is this something you’re experiencing or have experienced? Has social media helped you stay connected to people and events when you don’t feel comfortable going out “in real life”?\n'], ['\nHi, Ally,\nYes, there are times that going out can be anxiety-provoking – I need a rollator or I fall, but this (and the cane that I used before) were actually cues that I have a disability and need help.\xa0 People are great with doors now.\xa0 Before I’m pretty sure they thought I was drunk.\xa0 I’m glad to have enough energy to go out; I have long since stopped worrying about what strangers think.\nBut you also asked about social media.\xa0 I used it a lot at the beginning to find people like me.\xa0 Now that I go to Rock Steady Boxing, this has become my most important support group.\xa0 I still get info from the internet, but except for PD research group on Facebook – which is only about PD research – I read info from Davis Phinney Fndn, and other legit sources, and a few PD blogs.\nI also have a condition similar to MS and I have to use social media for support because it’s quite rare.\xa0 \xa0The support community is much smaller than for PD, but just as welcoming and supportive.\n'], ['\nHi Frances, thank you for replying! I’m happy to read you’ve connected with some people online who can relate to your health circumstances, but I’m even more glad to read that you’ve connected with people in real life through Rock Steady. I know I’m not the first to say this, but human beings are not meant to be alone – we’re wired for connection with others. Social media is a great way to augment in-person relationships but nothing compares to sharing face time (not the kind on the phone screen!) with another person.\nDo you and your Rock Steady friends hang out outside of your fitness classes?\n'], ['\nAlly, \xa0I avoided saying anything on FB in public for a long time, over 5 years. \xa0As a blogger (Twitchy Woman, My Adventures with Parkinson’s)who writes about living with Parkinson’s, I created a separate FB page for my blog. \xa0That way I could still keep it a “secret’ from my friends. \xa0Well, one day I posted something about Parkinson’s on my personal page and the world did not come to an end! \xa0In fact, I found unexpected support from many who see my FB page and I have been “out” ever since.\n'], ['\nI’m so glad you feel more comfortable being open about your PD with your Facebook friends, Sharon! I’m sure that initial PD post on your personal page made you feel a little nervous, but I’m so glad you found that your friends were more accepting and supportive than you had thought they might be. How long have you been writing on your blog? Do you use a pseudonym on the blog or have you fully integrated the two online identities?\n'], ['\nHi, Ally,\nYes, sometimes my Rock Steady friends go to lunch after class, but many people still work, so not as often as we’d like.\n'], ['Posts']]"
